geneID,COG_category,baseMean,mean_broth,mean_plate,log2FC_shrunk,log2FoldChange,lfcSE,stat,pvalue,padj,eggNOG_OGs,Description,Function/Purpose,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
J2S48_RS09980,S,996.2672313,616.6767105,1565.653013,1.230742645,1.350685552,0.42207185,3.200131806,0.001373648,0.005062915,"2E65S@1|root,330UF@2|Bacteria,2IMEQ@201174|Actinobacteria,4F4PI@85017|Promicromonosporaceae",Domain of unknown function (DUF3817),,-,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0040007,GO:0044425,GO:0044459,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,DUF3817
J2S48_RS12710,G,593.890789,324.320126,998.2467835,1.444272187,1.616565329,0.505320782,3.199087365,0.001378634,0.005072764,"COG5297@1|root,COG5297@2|Bacteria,2GK92@201174|Actinobacteria,4F56D@85017|Promicromonosporaceae",Glycosyl hydrolases family 6,,guxA1,-,3.2.1.91,ko:K19668,"ko00500,ko01100,ko02020,map00500,map01100,map02020",-,"R02886,R11308",RC00799,"ko00000,ko00001,ko01000",-,GH6,-,"CBM_2,CBM_3,Glyco_hydro_6,fn3"
J2S48_RS14165,F,3573.908352,2226.538641,5594.962919,1.214925966,1.330963494,0.41612238,3.198490537,0.001381491,0.00507538,"COG0462@1|root,COG0462@2|Bacteria,2GJ9S@201174|Actinobacteria,4F3X7@85017|Promicromonosporaceae",Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P),,prs,-,2.7.6.1,ko:K00948,"ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230",M00005,R01049,"RC00002,RC00078","ko00000,ko00001,ko00002,ko01000",-,-,-,"Pribosyl_synth,Pribosyltran_N"
J2S48_RS04840,K,9877.601178,5111.397554,17026.90661,1.54432028,1.736130501,0.542875915,3.198024546,0.001383725,0.005078122,"COG1396@1|root,COG1396@2|Bacteria,2GR3F@201174|Actinobacteria,4F4S7@85017|Promicromonosporaceae",transcriptional,,clgR,"GO:0002682,GO:0002683,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006109,GO:0006355,GO:0006950,GO:0006979,GO:0008150,GO:0009266,GO:0009268,GO:0009408,GO:0009605,GO:0009607,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0009894,GO:0009987,GO:0010447,GO:0010468,GO:0010556,GO:0010557,GO:0010565,GO:0010604,GO:0010628,GO:0010675,GO:0019216,GO:0019217,GO:0019219,GO:0019222,GO:0022611,GO:0030162,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031329,GO:0031347,GO:0031348,GO:0032268,GO:0032502,GO:0033554,GO:0035821,GO:0040007,GO:0042176,GO:0043207,GO:0043565,GO:0043620,GO:0044003,GO:0044110,GO:0044111,GO:0044114,GO:0044115,GO:0044116,GO:0044117,GO:0044119,GO:0044403,GO:0044413,GO:0044414,GO:0044419,GO:0045088,GO:0045824,GO:0045893,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048583,GO:0048585,GO:0050776,GO:0050777,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051246,GO:0051252,GO:0051254,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0051817,GO:0051832,GO:0051833,GO:0052031,GO:0052037,GO:0052167,GO:0052170,GO:0052173,GO:0052200,GO:0052255,GO:0052261,GO:0052306,GO:0052309,GO:0052552,GO:0052553,GO:0052561,GO:0052562,GO:0052564,GO:0052572,GO:0060255,GO:0061136,GO:0062012,GO:0065007,GO:0075136,GO:0080090,GO:0080134,GO:0085016,GO:0090062,GO:0097159,GO:1901363,GO:1902680,GO:1902882,GO:1903050,GO:1903362,GO:1903506,GO:1903508,GO:2000112,GO:2001141",-,-,-,-,-,-,-,-,-,-,HTH_31
J2S48_RS11055,S,1048.810672,686.2015747,1592.724318,1.11435234,1.209078247,0.379327976,3.187421771,0.001435473,0.00523986,"COG1470@1|root,COG1470@2|Bacteria,2GP8D@201174|Actinobacteria,4F392@85017|Promicromonosporaceae",Protein of unknown function (DUF3048) C-terminal domain,,yerB,-,-,-,-,-,-,-,-,-,-,-,"DUF3048,DUF3048_C"
J2S48_RS19975,I,1152.942628,722.7605669,1798.21572,1.195803682,1.309163034,0.411359288,3.182529415,0.001459947,0.005323503,"COG3239@1|root,COG3239@2|Bacteria,2GJKF@201174|Actinobacteria,4F3RA@85017|Promicromonosporaceae",Fatty acid desaturase,,-,-,-,-,-,-,-,-,-,-,-,-,FA_desaturase
J2S48_RS02050,-,567.7018148,356.9325848,883.8556599,1.19320928,1.306352404,0.411187613,3.177022761,0.001487954,0.005419835,"2E3SR@1|root,32YQ8@2|Bacteria,2GQKG@201174|Actinobacteria,4F4VM@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS15535,E,3804.812635,2515.307793,5739.069897,1.097223432,1.18957505,0.374471998,3.176672906,0.00148975,0.005420592,"COG1305@1|root,COG1305@2|Bacteria,2HU9U@201174|Actinobacteria,4F5XP@85017|Promicromonosporaceae",Transglutaminase-like,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS13890,I,420.3010373,203.598643,745.3546288,1.646438485,1.882203787,0.59272598,3.175504114,0.001495764,0.005430896,"COG2267@1|root,COG2267@2|Bacteria,2GJUE@201174|Actinobacteria",Alpha beta hydrolase,,-,-,-,-,-,-,-,-,-,-,-,-,Abhydrolase_6
J2S48_RS01735,,871.7670568,603.35169,1274.390107,1.007150996,1.084407841,0.342328125,3.16774393,0.001536268,0.005552641,,,,,,,,,,,,,,,,
J2S48_RS15030,S,655.4539872,384.347906,1062.113109,1.311247831,1.456516382,0.45982802,3.167524201,0.001537429,0.005552641,"COG2314@1|root,COG2314@2|Bacteria,2HFED@201174|Actinobacteria,4F5XV@85017|Promicromonosporaceae",TM2 domain,,-,-,-,-,-,-,-,-,-,-,-,-,TM2
J2S48_RS01610,L,6269.133768,3282.710881,10748.7681,1.512541988,1.71206019,0.540702892,3.166360336,0.001543595,0.005563134,"COG1403@1|root,COG1403@2|Bacteria,2GMJV@201174|Actinobacteria,4F4IN@85017|Promicromonosporaceae",HNH endonuclease,,-,-,-,-,-,-,-,-,-,-,-,-,"HNH,HNH_5"
J2S48_RS24480,H,135.9113241,50.25259866,264.3994123,2.051274516,2.433000423,0.771406182,3.153980976,0.001610596,0.005780193,"COG0262@1|root,COG0262@2|Bacteria,2GKX0@201174|Actinobacteria,4F4MY@85017|Promicromonosporaceae",RibD C-terminal domain,,-,-,-,-,-,-,-,-,-,-,-,-,RibD_C
J2S48_RS26340,K,463.1534885,136.1841096,953.6075569,2.335689859,2.813760464,0.892817071,3.151553164,0.001624046,0.005816232,"COG1318@1|root,COG1318@2|Bacteria,2H5ID@201174|Actinobacteria",chitinase activity,,-,-,-,ko:K18546,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"Pro_Al_protease,Ricin_B_lectin,Trypsin"
J2S48_RS18395,L,94.02863309,4.853736758,227.7909776,4.335933001,5.755960771,1.833755162,3.138892742,0.001695875,0.00604809,"COG1637@1|root,COG1637@2|Bacteria,2GIYB@201174|Actinobacteria,4F3EI@85017|Promicromonosporaceae",Cleaves both 3' and 5' ssDNA extremities of branched DNA structures,,nucS,-,-,ko:K07503,-,-,-,-,"ko00000,ko01000",-,-,-,NucS
J2S48_RS10310,F,6645.069236,4186.634929,10332.7207,1.188450549,1.302198722,0.414956004,3.138160936,0.001700115,0.006056882,"COG0563@1|root,COG0563@2|Bacteria,2GJ7T@201174|Actinobacteria,4F442@85017|Promicromonosporaceae",Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism,,adk,-,2.7.4.3,ko:K00939,"ko00230,ko00730,ko01100,ko01110,ko01130,map00230,map00730,map01100,map01110,map01130",M00049,"R00127,R01547,R11319",RC00002,"ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"ADK,ADK_lid"
J2S48_RS12820,S,18782.25467,1107.399793,45294.537,4.168349167,5.35400196,1.710174702,3.130675453,0.001744048,0.006192086,"COG3181@1|root,COG3181@2|Bacteria,2GJ89@201174|Actinobacteria",protein conserved in bacteria,,-,-,-,ko:K07795,"ko02020,map02020",-,-,-,"ko00000,ko00001,ko02000",2.A.80.1,-,-,TctC
J2S48_RS08645,,235.947851,115.005379,417.3615589,1.623744446,1.864141646,0.596422841,3.12553698,0.001774808,0.006290154,,,,,,,,,,,,,,,,
J2S48_RS06630,V,285.1073148,113.3000957,542.8181434,1.923037333,2.263902902,0.725146294,3.121994721,0.001796302,0.006333448,"COG0842@1|root,COG0842@2|Bacteria,2GJ2G@201174|Actinobacteria","transport, permease protein",,-,-,-,ko:K01992,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC2_membrane
J2S48_RS15915,S,290.6742996,139.3417525,517.6731203,1.644064252,1.889718389,0.60527475,3.122083628,0.001795759,0.006333448,"COG3361@1|root,COG3361@2|Bacteria",conserved protein (COG2071),,-,-,-,ko:K09166,-,-,-,-,ko00000,-,-,-,DUF2071
J2S48_RS19055,,390.1825113,236.927438,620.0651214,1.24420502,1.374925531,0.440737546,3.119601551,0.001810958,0.006378535,,,,,,,,,,,,,,,,
J2S48_RS00990,K,3280.142874,2012.847051,5181.086608,1.232228467,1.36158507,0.436638077,3.118337913,0.001818741,0.006399345,"COG0781@1|root,COG0781@2|Bacteria,2IM3D@201174|Actinobacteria,4F4IV@85017|Promicromonosporaceae",Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons,,nusB,"GO:0008150,GO:0040007",-,ko:K03625,-,-,-,-,"ko00000,ko03009,ko03021",-,-,-,NusB
J2S48_RS05595,C,814.0669412,492.2851407,1296.739642,1.258582056,1.393760067,0.447769782,3.11267112,0.001854025,0.006509765,"COG2141@1|root,COG2141@2|Bacteria,2GM94@201174|Actinobacteria,4F3MU@85017|Promicromonosporaceae",Luciferase-like monooxygenase,,-,-,-,-,-,-,-,-,-,-,-,-,Bac_luciferase
J2S48_RS20555,T,797.2373401,235.1783049,1640.325893,2.317093122,2.804685126,0.901569669,3.110891174,0.001865237,0.006535988,"COG2337@1|root,COG2337@2|Bacteria,2GM10@201174|Actinobacteria,4F4KP@85017|Promicromonosporaceae","PemK-like, MazF-like toxin of type II toxin-antitoxin system",,-,-,-,-,-,-,-,-,-,-,-,-,PemK_toxin
J2S48_RS06445,E,952.7552415,565.8965462,1533.043284,1.285818349,1.429402174,0.463470287,3.084129046,0.00204149,0.007066538,"COG0747@1|root,COG0747@2|Bacteria,2GNKN@201174|Actinobacteria","PFAM extracellular solute-binding protein, family 5",,-,-,-,ko:K02035,"ko02024,map02024",M00239,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,-,SBP_bac_5
J2S48_RS18940,-,217.212197,107.2102848,382.2150652,1.584744203,1.820164682,0.591748993,3.075906681,0.002098635,0.007248105,"2EMXH@1|root,33FJS@2|Bacteria,2I0SC@201174|Actinobacteria,4F5TX@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS04145,E,584.2478988,349.5857532,936.2411171,1.280106158,1.429763364,0.468981118,3.0486587,0.002298655,0.007798517,"COG0548@1|root,COG0548@2|Bacteria,2GKDS@201174|Actinobacteria,4F47S@85017|Promicromonosporaceae",Belongs to the acetylglutamate kinase family. ArgB subfamily,,argB,"GO:0003674,GO:0003824,GO:0003991,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016020,GO:0016053,GO:0016301,GO:0016310,GO:0016597,GO:0016740,GO:0016772,GO:0016774,GO:0019752,GO:0030312,GO:0031406,GO:0034618,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044464,GO:0046394,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",2.7.2.8,ko:K00930,"ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230",M00028,R02649,"RC00002,RC00043","ko00000,ko00001,ko00002,ko01000",-,-,-,AA_kinase
J2S48_RS16470,E,1952.839236,1349.033691,2858.547555,1.004206853,1.0858419,0.357733616,3.035336491,0.002402675,0.008103091,"COG3616@1|root,COG3616@2|Bacteria,2GJMB@201174|Actinobacteria,4F419@85017|Promicromonosporaceae",Alanine racemase,,-,-,-,-,-,-,-,-,-,-,-,-,Ala_racemase_N
J2S48_RS01810,E,81.17482144,17.66339987,176.4419538,2.633286006,3.297387054,1.088341321,3.029736158,0.002447675,0.008246706,"COG4177@1|root,COG4177@2|Bacteria,2GMGD@201174|Actinobacteria",Belongs to the binding-protein-dependent transport system permease family,,-,-,-,ko:K01998,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,-,BPD_transp_2
J2S48_RS00615,C,2845.221885,1859.480086,4323.834585,1.112575911,1.21979853,0.402921496,3.027385088,0.002466795,0.00830293,"COG0281@1|root,COG0281@2|Bacteria,2GJAJ@201174|Actinobacteria,4F41A@85017|Promicromonosporaceae","Malic enzyme, NAD binding domain",,maeB,-,1.1.1.38,ko:K00027,"ko00620,ko01200,ko02020,map00620,map01200,map02020",-,R00214,RC00105,"ko00000,ko00001,ko01000",-,-,-,"Malic_M,malic"
J2S48_RS14560,S,241.5638964,111.0606369,437.3187858,1.712575236,2.011766865,0.667377042,3.014438224,0.002574556,0.008617519,"2EGCD@1|root,33A46@2|Bacteria,2I0MJ@201174|Actinobacteria,4F4SW@85017|Promicromonosporaceae",Septum formation,,-,-,-,-,-,-,-,-,-,-,-,-,Septum_form
J2S48_RS04450,M,324.4259891,146.8428345,590.8007211,1.707018404,1.997436733,0.662769398,3.013773328,0.002580205,0.008625112,"COG0770@1|root,COG0770@2|Bacteria,2GK0Y@201174|Actinobacteria,4F3TR@85017|Promicromonosporaceae","Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein",,murF,-,6.3.2.10,ko:K01929,"ko00300,ko00550,ko01100,ko01502,map00300,map00550,map01100,map01502",-,"R04573,R04617","RC00064,RC00141","ko00000,ko00001,ko01000,ko01011",-,-,-,"Mur_ligase,Mur_ligase_C,Mur_ligase_M"
J2S48_RS06405,,769.7232759,453.4104682,1244.192487,1.30756558,1.467494526,0.487812138,3.008319007,0.002626972,0.008772854,,,,,,,,,,,,,,,,
J2S48_RS04835,L,628.1264174,419.7744367,940.6543886,1.063985848,1.161244384,0.386928407,3.001186684,0.002689296,0.008945973,"COG0266@1|root,COG0266@2|Bacteria,2GKCW@201174|Actinobacteria,4F4E8@85017|Promicromonosporaceae",Formamidopyrimidine-DNA glycosylase H2TH domain,,nei,-,4.2.99.18,ko:K05522,"ko03410,map03410",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"Fapy_DNA_glyco,H2TH,zf-FPG_IleRS"
J2S48_RS13725,E,1298.201279,872.2138588,1937.18241,1.051478655,1.147253216,0.382709792,2.997710643,0.002720158,0.009013495,"COG0685@1|root,COG0685@2|Bacteria,2GJTN@201174|Actinobacteria,4F3SS@85017|Promicromonosporaceae",Methylenetetrahydrofolate reductase,,metF,-,1.5.1.20,ko:K00297,"ko00670,ko00720,ko01100,ko01120,ko01200,ko01523,map00670,map00720,map01100,map01120,map01200,map01523",M00377,"R01224,R07168",RC00081,"ko00000,ko00001,ko00002,ko01000",-,-,-,MTHFR
J2S48_RS14755,Q,34.06765781,3.202455848,80.36546075,3.613853177,5.007316579,1.672606278,2.993721024,0.002755978,0.00912333,"COG3485@1|root,COG3485@2|Bacteria,2GNNC@201174|Actinobacteria","catechol 1,2-dioxygenase",,-,-,"1.13.11.1,1.13.11.37","ko:K03381,ko:K04098","ko00361,ko00362,ko00364,ko00623,ko01100,ko01120,ko01220,map00361,map00362,map00364,map00623,map01100,map01120,map01220",M00568,"R00817,R03891,R04061,R04258,R05299,R08114,R08115,R09134","RC00388,RC00535,RC01016,RC01366","ko00000,ko00001,ko00002,ko01000",-,-,-,"Dioxygenase_C,Dioxygenase_N"
J2S48_RS21015,EGP,451.8472126,231.013072,783.0984235,1.533975777,1.771336833,0.592496093,2.989617746,0.002793268,0.009237813,"COG0477@1|root,COG0477@2|Bacteria,2GJ09@201174|Actinobacteria,4F3JQ@85017|Promicromonosporaceae",Fungal trichothecene efflux pump (TRI12),,-,-,-,-,-,-,-,-,-,-,-,-,MFS_1
J2S48_RS23885,,3303.1133,1736.240371,5653.422693,1.483037714,1.700759633,0.570238263,2.982542113,0.002858653,0.009435767,,,,,,,,,,,,,,,,
J2S48_RS15755,K,739.2078231,352.0265098,1319.979793,1.628139376,1.898750216,0.637043161,2.980567617,0.002877147,0.009478478,"COG5450@1|root,32SQA@2|Bacteria,2IKJX@201174|Actinobacteria,4F4M0@85017|Promicromonosporaceae",Transcription regulator of the Arc MetJ class,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS05670,,581.8653704,322.7825029,970.4896716,1.398168855,1.591357661,0.534996313,2.974520798,0.002934466,0.009639395,,,,,,,,,,,,,,,,
J2S48_RS10660,K,1450.986681,865.8012796,2328.764784,1.273460757,1.4292947,0.481222969,2.970129842,0.002976739,0.009750106,"COG1309@1|root,COG1309@2|Bacteria,2GJHD@201174|Actinobacteria",transcriptional regulator,,-,-,-,-,-,-,-,-,-,-,-,-,"TetR_C_11,TetR_N"
J2S48_RS15715,,204.1331313,120.5076448,329.5713609,1.289745827,1.451840194,0.489253377,2.967460752,0.003002706,0.00982573,,,,,,,,,,,,,,,,
J2S48_RS11500,S,191.4953239,83.82556259,352.9999658,1.737222526,2.057313356,0.695372834,2.958575968,0.003090641,0.010046053,"COG3179@1|root,COG3179@2|Bacteria,2GJQ2@201174|Actinobacteria,4F5BM@85017|Promicromonosporaceae",Chitinase class I,,-,-,3.2.1.14,"ko:K01183,ko:K03791","ko00520,ko01100,map00520,map01100",-,"R01206,R02334",RC00467,"ko00000,ko00001,ko01000",-,"GH18,GH19",-,"CBM_5_12,Glyco_hydro_19,Ricin_B_lectin"
J2S48_RS04050,K,520.8283225,305.6176648,843.6443091,1.305420949,1.474006002,0.499080775,2.953441757,0.003142519,0.010195264,"COG1414@1|root,COG1414@2|Bacteria,2GJUA@201174|Actinobacteria,4F5GY@85017|Promicromonosporaceae",Bacterial transcriptional regulator,,iclR,-,-,ko:K13641,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_IclR,IclR"
J2S48_RS07995,U,255.1907936,116.9020583,462.6238966,1.674830189,1.971199589,0.66768158,2.952304885,0.003154113,0.010213462,"COG1826@1|root,COG1826@2|Bacteria,2IR0U@201174|Actinobacteria,4F4UT@85017|Promicromonosporaceae","Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatC, TatB is part of a receptor directly interacting with Tat signal peptides. TatB may form an oligomeric binding site that transiently accommodates folded Tat precursor proteins before their translocation",,tatB,"GO:0008150,GO:0040007",-,ko:K03117,"ko03060,ko03070,map03060,map03070",M00336,-,-,"ko00000,ko00001,ko00002,ko02044",2.A.64,-,-,MttA_Hcf106
J2S48_RS25865,,684.8172916,461.1373836,1020.337154,1.047432688,1.145884321,0.388124085,2.952365921,0.00315349,0.010213462,,,,,,,,,,,,,,,,
J2S48_RS09125,C,850.8107779,575.6163619,1263.602402,1.036089838,1.131107753,0.384004867,2.945555776,0.00322375,0.010392465,"COG1529@1|root,COG1529@2|Bacteria,2GIVI@201174|Actinobacteria","aldehyde oxidase and xanthine dehydrogenase, a b hammerhead",,-,-,1.17.1.4,ko:K11177,"ko00230,ko01100,ko01120,map00230,map01100,map01120",M00546,"R01768,R02103",RC00143,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Ald_Xan_dh_C,Ald_Xan_dh_C2"
J2S48_RS12000,-,8249.374515,4796.057243,13429.35042,1.31214527,1.486290628,0.50460176,2.945472537,0.003224618,0.010392465,"2F1VM@1|root,33UVF@2|Bacteria,2IN91@201174|Actinobacteria,4F4IR@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS14155,L,3520.923759,2279.116051,5383.635321,1.121192187,1.239314431,0.423493948,2.926404113,0.003429052,0.010917308,"COG0494@1|root,COG0494@2|Bacteria,2GWEB@201174|Actinobacteria,4F4H5@85017|Promicromonosporaceae",NUDIX domain,,mutT4,-,-,-,-,-,-,-,-,-,-,-,NUDIX
J2S48_RS08615,O,241.9787177,126.6001624,415.0465507,1.498991897,1.74081273,0.596046128,2.920600686,0.003493573,0.011102015,"COG2304@1|root,COG2304@2|Bacteria,2GKDC@201174|Actinobacteria",Von Willebrand factor type A,,-,-,-,ko:K07114,-,-,-,-,"ko00000,ko02000","1.A.13.2.2,1.A.13.2.3",-,-,"DUF3520,VWA,vWF_A"
J2S48_RS06780,,129.2047626,26.30451011,283.5551414,2.69128511,3.523086283,1.209075559,2.913867753,0.003569811,0.011293411,,,,,,,,,,,,,,,,
J2S48_RS04590,S,1497.278122,1022.451704,2209.51775,1.016014027,1.108804976,0.380977803,2.910418839,0.003609447,0.011406521,"COG0457@1|root,COG0457@2|Bacteria,2I79P@201174|Actinobacteria",Sulfotransferase family,,-,-,-,-,-,-,-,-,-,-,-,-,Sulfotransfer_3
J2S48_RS08465,E,528.7521912,314.4748655,850.1681797,1.279584072,1.447327731,0.498180433,2.905227974,0.003669857,0.011586699,"COG0346@1|root,COG0346@2|Bacteria,2GMTB@201174|Actinobacteria,4FVTP@85025|Nocardiaceae",lactoylglutathione lyase activity,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS21740,S,655.32771,438.9072775,979.9583589,1.062023292,1.168168954,0.403274866,2.896706573,0.003771023,0.011873156,"COG2018@1|root,COG2018@2|Bacteria,2IFB7@201174|Actinobacteria,4F4BE@85017|Promicromonosporaceae",Roadblock/LC7 domain,,cvnB6,-,-,ko:K07131,-,-,-,-,ko00000,-,-,-,Robl_LC7
J2S48_RS11595,K,365.2821943,237.3634029,557.1603815,1.118541799,1.240516758,0.429395643,2.888983105,0.003864898,0.012112854,"COG1846@1|root,COG1846@2|Bacteria,2IQFP@201174|Actinobacteria,4F519@85017|Promicromonosporaceae",Winged helix DNA-binding domain,,-,-,-,-,-,-,-,-,-,-,-,-,"MarR,MarR_2"
J2S48_RS16255,C,6507.974111,4160.835551,10028.68195,1.137267245,1.268590254,0.439707762,2.88507587,0.003913193,0.012230521,"COG0221@1|root,COG0221@2|Bacteria,2GM7F@201174|Actinobacteria,4F3X9@85017|Promicromonosporaceae",Catalyzes the hydrolysis of inorganic pyrophosphate (PPi) forming two phosphate ions,,ppa,"GO:0000287,GO:0003674,GO:0003824,GO:0004427,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0071944",3.6.1.1,ko:K01507,"ko00190,map00190",-,-,-,"ko00000,ko00001,ko01000",-,-,iNJ661.Rv3628,Pyrophosphatase
J2S48_RS05100,-,2204.798529,1254.272983,3630.586848,1.340884321,1.531793947,0.533146552,2.873119862,0.004064399,0.012656746,"2BDD1@1|root,3271X@2|Bacteria,2IFV9@201174|Actinobacteria",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS02335,J,238.3768508,33.7063405,545.3826163,2.996097358,4.005029682,1.395999053,2.868934384,0.004118572,0.0127672,"COG0257@1|root,COG0257@2|Bacteria,2HZU1@201174|Actinobacteria,4F5VX@85017|Promicromonosporaceae",Ribosomal protein L36,,-,-,-,-,-,-,-,-,-,-,-,-,Ribosomal_L36
J2S48_RS13130,EGP,286.0867973,186.0172795,436.191074,1.113330123,1.236436345,0.431626049,2.864600847,0.004175352,0.012917618,"COG0477@1|root,COG0477@2|Bacteria,2IIAH@201174|Actinobacteria",Major facilitator superfamily,,-,-,-,-,-,-,-,-,-,-,-,-,"MFS_1,Sugar_tr"
J2S48_RS00025,G,158.7174514,65.69066488,298.2576311,1.796601959,2.179970141,0.763216026,2.856295029,0.004286167,0.013214712,"COG1175@1|root,COG1175@2|Bacteria,2IB4V@201174|Actinobacteria,4F574@85017|Promicromonosporaceae",Binding-protein-dependent transport system inner membrane component,,-,-,-,ko:K17235,"ko02010,map02010",M00602,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.1.34,-,-,BPD_transp_1
J2S48_RS12835,P,310.8719009,158.2013311,539.8777556,1.507549376,1.765649297,0.618652705,2.854023399,0.004316935,0.013285572,"COG0607@1|root,COG0607@2|Bacteria,2IIWA@201174|Actinobacteria,4F5QM@85017|Promicromonosporaceae",Rhodanese Homology Domain,,-,-,-,-,-,-,-,-,-,-,-,-,Rhodanese
J2S48_RS16895,P,19.90037751,1.916956677,46.87550876,3.361107241,4.970433245,1.742837368,2.851920285,0.0043456,0.013337708,"COG4608@1|root,COG4608@2|Bacteria,2IBD7@201174|Actinobacteria,4F56Z@85017|Promicromonosporaceae","Oligopeptide/dipeptide transporter, C-terminal region",,-,-,-,ko:K02032,"ko02024,map02024",M00239,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,-,"ABC_tran,oligo_HPY"
